breed,description,temperament_values,temperament,height,weight,expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",5,lively,36.16125167,11.34108599,11.61538303,Sporting Group,0.8,daily,0.4,occasional,0.6,regular exercise,1,eager to please,2,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",2,charming,37.8133133,10.33005413,10.30056436,Sporting Group,0.8,daily,0.4,occasional,0.6,regular exercise,1,eager to please,3,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",4,smart,32.90043706,12.48323683,11.31816236,Sporting Group,0.8,daily,0.4,occasional,0.6,regular exercise,1,eager to please,3,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",3,gentle,31.56448688,11.15896006,12.3760691,Sporting Group,0.8,daily,0.4,occasional,0.6,regular exercise,1,eager to please,4,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",4,smart,36.88292799,9.887657059,12.19379253,Sporting Group,0.8,daily,0.4,occasional,0.6,regular exercise,1,eager to please,5,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",4,smart,36.34343935,13.71183924,13.53990447,Sporting Group,0.8,daily,0.4,occasional,0.8,energetic,1,eager to please,6,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",2,charming,32.2855926,9.001682998,12.4553355,Sporting Group,0.8,daily,0.4,occasional,0.6,regular exercise,1,eager to please,6,outgoing
cocker spaniel,"those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the cocker spent years as america’s most popular breed. the cocker is the akc’s smallest sporting spaniel, standing about 14 to 15 inches. the coat comes in enough colors and patterns to please any taste. the well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.cockers are eager playmates for kids and are easily trained as companions and athletes. they are big enough to be sporty, but compact enough to be portable. a cocker in full coat rewards extra grooming time by being the prettiest dog on the block. these energetic sporting dogs love playtime and brisk walks. the merry and frolicsome cocker spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. they were developed as hunting dogs, but cockers gained their wide popularity as all-around companions.",5,lively,36.01961883,9.958975378,11.36192996,Sporting Group,0.8,daily,0.6,seasonal,0.6,regular exercise,1,eager to please,7,outgoing
dalmatian,"the dalmatian’s delightful, eye-catching spots of black or liver adorn one of the most distinctive coats in the animal kingdom. beneath the spots is a graceful, elegantly proportioned trotting dog standing between 19 and 23 inches at the shoulder. dals are muscular, built to go the distance; the powerful hindquarters provide the drive behind the smooth, effortless gait.the dal was originally bred to guard horses and coaches, and some of the old protective instinct remains. reserved and dignified, dals can be aloof with strangers and are dependable watchdogs. with their preferred humans, dals are bright, loyal, and loving house dogs. they are strong, active athletes with great stamina—a wonderful partner for runners and hikers. the dignified dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. during their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, gypsies, and firefighters.",4,smart,56.0052655,21.86282507,11.63168993,Non-Sporting Group,0.4,weekly,1,frequent,0.8,energetic,0.6,agreeable,0.6,responsive
dalmatian,"the dalmatian’s delightful, eye-catching spots of black or liver adorn one of the most distinctive coats in the animal kingdom. beneath the spots is a graceful, elegantly proportioned trotting dog standing between 19 and 23 inches at the shoulder. dals are muscular, built to go the distance; the powerful hindquarters provide the drive behind the smooth, effortless gait.the dal was originally bred to guard horses and coaches, and some of the old protective instinct remains. reserved and dignified, dals can be aloof with strangers and are dependable watchdogs. with their preferred humans, dals are bright, loyal, and loving house dogs. they are strong, active athletes with great stamina—a wonderful partner for runners and hikers. the dignified dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. during their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, gypsies, and firefighters.",5,lively,48.33470806,27.90574691,12.65838207,Non-Sporting Group,0.4,weekly,1,frequent,0.8,energetic,0.6,agreeable,0.6,responsive
dalmatian,"the dalmatian’s delightful, eye-catching spots of black or liver adorn one of the most distinctive coats in the animal kingdom. beneath the spots is a graceful, elegantly proportioned trotting dog standing between 19 and 23 inches at the shoulder. dals are muscular, built to go the distance; the powerful hindquarters provide the drive behind the smooth, effortless gait.the dal was originally bred to guard horses and coaches, and some of the old protective instinct remains. reserved and dignified, dals can be aloof with strangers and are dependable watchdogs. with their preferred humans, dals are bright, loyal, and loving house dogs. they are strong, active athletes with great stamina—a wonderful partner for runners and hikers. the dignified dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. during their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, gypsies, and firefighters.",4,smart,53.36713365,28.59439713,12.91163553,Non-Sporting Group,0.4,weekly,1,frequent,0.8,energetic,0.6,agreeable,0.6,responsive
dalmatian,"the dalmatian’s delightful, eye-catching spots of black or liver adorn one of the most distinctive coats in the animal kingdom. beneath the spots is a graceful, elegantly proportioned trotting dog standing between 19 and 23 inches at the shoulder. dals are muscular, built to go the distance; the powerful hindquarters provide the drive behind the smooth, effortless gait.the dal was originally bred to guard horses and coaches, and some of the old protective instinct remains. reserved and dignified, dals can be aloof with strangers and are dependable watchdogs. with their preferred humans, dals are bright, loyal, and loving house dogs. they are strong, active athletes with great stamina—a wonderful partner for runners and hikers. the dignified dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. during their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, gypsies, and firefighters.",5,lively,56.83376898,22.36041406,12.17825357,Non-Sporting Group,0.4,weekly,1,frequent,0.8,energetic,0.6,agreeable,0.6,responsive
dalmatian,"the dalmatian’s delightful, eye-catching spots of black or liver adorn one of the most distinctive coats in the animal kingdom. beneath the spots is a graceful, elegantly proportioned trotting dog standing between 19 and 23 inches at the shoulder. dals are muscular, built to go the distance; the powerful hindquarters provide the drive behind the smooth, effortless gait.the dal was originally bred to guard horses and coaches, and some of the old protective instinct remains. reserved and dignified, dals can be aloof with strangers and are dependable watchdogs. with their preferred humans, dals are bright, loyal, and loving house dogs. they are strong, active athletes with great stamina—a wonderful partner for runners and hikers. the dignified dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. during their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, gypsies, and firefighters.",4,smart,61.27591654,27.84839686,12.19714129,Non-Sporting Group,0.6,2-3 times a week,1,frequent,0.8,energetic,0.6,agreeable,0.6,responsive
dalmatian,"the dalmatian’s delightful, eye-catching spots of black or liver adorn one of the most distinctive coats in the animal kingdom. beneath the spots is a graceful, elegantly proportioned trotting dog standing between 19 and 23 inches at the shoulder. dals are muscular, built to go the distance; the powerful hindquarters provide the drive behind the smooth, effortless gait.the dal was originally bred to guard horses and coaches, and some of the old protective instinct remains. reserved and dignified, dals can be aloof with strangers and are dependable watchdogs. with their preferred humans, dals are bright, loyal, and loving house dogs. they are strong, active athletes with great stamina—a wonderful partner for runners and hikers. the dignified dalmatian, dogdom's citizen of the world, is famed for his spotted coat and unique job description. during their long history, these ""coach dogs"" have accompanied the horse-drawn rigs of nobles, gypsies, and firefighters.",1,courageous,58.20845639,21.74903645,11.77257344,Non-Sporting Group,0.4,weekly,1,frequent,0.8,energetic,0.6,agreeable,0.6,responsive
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",1,courageous,57.58087508,33.5082297,9.926663935,Herding Group,0.4,weekly,0.8,regularly,0.6,regular exercise,1,eager to please,0.8,friendly
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",4,smart,57.11941498,35.84025661,7.886745969,Herding Group,0.4,weekly,0.8,regularly,0.6,regular exercise,1,eager to please,0.6,responsive
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",4,smart,53.22610703,23.09807054,9.531239183,Herding Group,0.2,occasional,0.8,regularly,0.6,regular exercise,1,eager to please,0.6,responsive
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",4,smart,59.43440131,27.49932709,7.604152696,Herding Group,0.4,weekly,0.8,regularly,0.6,regular exercise,1,eager to please,0.6,responsive
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",1,courageous,55.68905425,21.03229241,9.127887332,Herding Group,0.4,weekly,0.8,regularly,0.6,regular exercise,1,eager to please,0.6,responsive
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",1,courageous,58.99267306,27.71007872,7.689156678,Herding Group,0.4,weekly,0.8,regularly,0.6,regular exercise,1,eager to please,0.6,responsive
german shepherd dog,"german shepherd dogs can stand as high as 26 inches at the shoulder and, when viewed in outline, presents a picture of smooth, graceful curves rather than angles. the natural gait is a free-and-easy trot, but they can turn it up a notch or two and reach great speeds.there are many reasons why german shepherds stand in the front rank of canine royalty, but experts say their defining attribute is character: loyalty, courage, confidence, the ability to learn commands for many tasks, and the willingness to put their life on the line in defense of loved ones. german shepherds will be gentle family pets and steadfast guardians, but, the breed standard says, there’s a “certain aloofness that does not lend itself to immediate and indiscriminate friendships.” generally considered dogkind’s finest all-purpose worker, the german shepherd dog is a large, agile, muscular dog of noble character and high intelligence. loyal, confident, courageous, and steady, the german shepherd is truly a dog lover’s delight.",1,courageous,55.23540284,38.27331595,8.886890493,Herding Group,0.4,weekly,0.8,regularly,0.6,regular exercise,1,eager to please,0.6,responsive
golden retriever,"the golden retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. the broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. in motion, goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”the most complete records of the development of the golden retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the guisachan (pronounced gooeesicun) estate of lord tweedmouth at inverness-shire, scotland. these records were released to public notice in country life in 1952, when lord tweedmouth’s great-nephew, the sixth earl of ilchester, historian and sportsman, published material that had been left by his ancestor. they provided factual confirmation to the stories that had been handed down through generations.goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. they take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. these energetic, powerful gundogs enjoy outdoor play. for a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. the golden retriever, an exuberant scottish gundog of great beauty, stands among america’s most popular dog breeds. they are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.",5,lively,56.64545295,33.66098318,10.9061258,Sporting Group,0.4,weekly,0.6,seasonal,1,needs lots of activity,1,eager to please,0.8,friendly
golden retriever,"the golden retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. the broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. in motion, goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”the most complete records of the development of the golden retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the guisachan (pronounced gooeesicun) estate of lord tweedmouth at inverness-shire, scotland. these records were released to public notice in country life in 1952, when lord tweedmouth’s great-nephew, the sixth earl of ilchester, historian and sportsman, published material that had been left by his ancestor. they provided factual confirmation to the stories that had been handed down through generations.goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. they take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. these energetic, powerful gundogs enjoy outdoor play. for a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. the golden retriever, an exuberant scottish gundog of great beauty, stands among america’s most popular dog breeds. they are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.",4,smart,53.29166696,29.75082549,11.49842129,Sporting Group,0.4,weekly,0.6,seasonal,1,needs lots of activity,1,eager to please,0.8,friendly
golden retriever,"the golden retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. the broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. in motion, goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”the most complete records of the development of the golden retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the guisachan (pronounced gooeesicun) estate of lord tweedmouth at inverness-shire, scotland. these records were released to public notice in country life in 1952, when lord tweedmouth’s great-nephew, the sixth earl of ilchester, historian and sportsman, published material that had been left by his ancestor. they provided factual confirmation to the stories that had been handed down through generations.goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. they take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. these energetic, powerful gundogs enjoy outdoor play. for a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. the golden retriever, an exuberant scottish gundog of great beauty, stands among america’s most popular dog breeds. they are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.",0,loyal,51.88197857,27.69944,10.69653498,Sporting Group,0.4,weekly,0.6,seasonal,1,needs lots of activity,1,eager to please,1,outgoing
golden retriever,"the golden retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. the broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. in motion, goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”the most complete records of the development of the golden retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the guisachan (pronounced gooeesicun) estate of lord tweedmouth at inverness-shire, scotland. these records were released to public notice in country life in 1952, when lord tweedmouth’s great-nephew, the sixth earl of ilchester, historian and sportsman, published material that had been left by his ancestor. they provided factual confirmation to the stories that had been handed down through generations.goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. they take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. these energetic, powerful gundogs enjoy outdoor play. for a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. the golden retriever, an exuberant scottish gundog of great beauty, stands among america’s most popular dog breeds. they are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.",0,loyal,53.83572432,24.50096627,11.79047436,Sporting Group,0.2,occasional,0.6,seasonal,1,needs lots of activity,1,eager to please,0.8,friendly
golden retriever,"the golden retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. the broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. in motion, goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”the most complete records of the development of the golden retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the guisachan (pronounced gooeesicun) estate of lord tweedmouth at inverness-shire, scotland. these records were released to public notice in country life in 1952, when lord tweedmouth’s great-nephew, the sixth earl of ilchester, historian and sportsman, published material that had been left by his ancestor. they provided factual confirmation to the stories that had been handed down through generations.goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. they take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. these energetic, powerful gundogs enjoy outdoor play. for a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. the golden retriever, an exuberant scottish gundog of great beauty, stands among america’s most popular dog breeds. they are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.",5,lively,57.86562148,26.8038123,10.00532179,Sporting Group,0.4,weekly,0.6,seasonal,1,needs lots of activity,1,eager to please,0.8,friendly
golden retriever,"the golden retriever is a sturdy, muscular dog of medium size, famous for the dense, lustrous coat of gold that gives the breed its name. the broad head, with its friendly and intelligent eyes, short ears, and straight muzzle, is a breed hallmark. in motion, goldens move with a smooth, powerful gait, and the feathery tail is carried, as breed fanciers say, with a “merry action.”the most complete records of the development of the golden retriever are included in the record books that were kept from 1835 until about 1890 by the gamekeepers at the guisachan (pronounced gooeesicun) estate of lord tweedmouth at inverness-shire, scotland. these records were released to public notice in country life in 1952, when lord tweedmouth’s great-nephew, the sixth earl of ilchester, historian and sportsman, published material that had been left by his ancestor. they provided factual confirmation to the stories that had been handed down through generations.goldens are outgoing, trustworthy, and eager-to-please family dogs, and relatively easy to train. they take a joyous and playful approach to life and maintain this puppyish behavior into adulthood. these energetic, powerful gundogs enjoy outdoor play. for a breed built to retrieve waterfowl for hours on end, swimming and fetching are natural pastimes. the golden retriever, an exuberant scottish gundog of great beauty, stands among america’s most popular dog breeds. they are serious workers at hunting and field work, as guides for the blind, and in search-and-rescue, enjoy obedience and other competitive events, and have an endearing love of life when not at work.",4,smart,58.88584844,26.10626654,10.87955048,Sporting Group,0.4,weekly,0.6,seasonal,1,needs lots of activity,1,eager to please,0.8,friendly
japanese spitz,"the japanese spitz, as a companion breed, enjoy the company of their families and truly are little comedians. they love to please their family and are thus eager to learn; they always have a smile on their face. distinctive features include their pure white coat that has a mane-like feature about their neck. also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. a pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. the japanese spitz are little comedians who want to make you happy and laugh. they are very loyal and smart and make wonderful companions. game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. they love their humans and just enjoy being with them.",0,loyal,37.04566062,6.002824699,13.19699573,Foundation Stock Service,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
japanese spitz,"the japanese spitz, as a companion breed, enjoy the company of their families and truly are little comedians. they love to please their family and are thus eager to learn; they always have a smile on their face. distinctive features include their pure white coat that has a mane-like feature about their neck. also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. a pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. the japanese spitz are little comedians who want to make you happy and laugh. they are very loyal and smart and make wonderful companions. game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. they love their humans and just enjoy being with them.",4,smart,32.74747012,8.220559152,13.12194246,Foundation Stock Service,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,1,outgoing
japanese spitz,"the japanese spitz, as a companion breed, enjoy the company of their families and truly are little comedians. they love to please their family and are thus eager to learn; they always have a smile on their face. distinctive features include their pure white coat that has a mane-like feature about their neck. also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. a pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. the japanese spitz are little comedians who want to make you happy and laugh. they are very loyal and smart and make wonderful companions. game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. they love their humans and just enjoy being with them.",0,loyal,37.55036065,7.767746477,12.08948606,Foundation Stock Service,0.4,weekly,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
japanese spitz,"the japanese spitz, as a companion breed, enjoy the company of their families and truly are little comedians. they love to please their family and are thus eager to learn; they always have a smile on their face. distinctive features include their pure white coat that has a mane-like feature about their neck. also, like other spitz breeds, their tails curl over their back in a beautiful hair plume. a pointed muzzle likens them to a fox with a black nose, black eye rims, and ears of pointed triangles, which stand erect and move like radar towers, hearing everything going on around them and making this breed very alert. the japanese spitz are little comedians who want to make you happy and laugh. they are very loyal and smart and make wonderful companions. game for adventures, they will tag along on a hike, a car ride, or a trip to the beach or lake. they love their humans and just enjoy being with them.",5,lively,38.96724779,6.501645691,11.62573168,Foundation Stock Service,0.6,2-3 times a week,0.4,occasional,0.6,regular exercise,0.8,easy training,0.8,friendly
